"Name","FileName","ExportName","Layer","LowendLayer","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","CollisionRadius","Effect","AssetMinTrophy","AssetMinTrophyScore","AssetMinTrophyFileName","SortValue","SpecialType","CheerFileName","CheerExportName","ClassType","Animate","StartFrameOverride","Visibility","ChainedSWF","ChainedExportName","OvertimeAnimationEffect","PveStartEffect","PveEndEffect"
"Stone_02_underwater","sc/level_shipwreck_arena.sc","Stone_02_underwater","Object","Ground",,,,,1,,,,,,,,,,,,,"Always",,,,,
"Stone_03_underwater","sc/level_shipwreck_arena.sc","Stone_03_underwater","Object","Ground",2,,,-1,,,,,,,-897,,,,,,,"Always",,,,,
"Stone_05_underwater","sc/level_shipwreck_arena.sc","Stone_05_underwater","Object","Ground",-1,1,-2,-1,,,,,,,,,,,,,,"Always",,,,,
"plank3_animate","sc/level_shipwreck_arena.sc","plank3_animate","Object","Ground",,,-1,,,,,,,,710,,,,,"true",,"Always",,,,,
"plank4_animate","sc/level_shipwreck_arena.sc","plank4_animate","Object","Ground",,,-1,,,,,,,,710,,,,,"true",,"Always",,,,,
"plank_w_01_animate","sc/level_shipwreck_arena.sc","plank_w_01_animate","Object","Ground",,,-1,,,,,,,,710,,,,,"true",,"Always",,,,,
"plank_w_02_animate","sc/level_shipwreck_arena.sc","plank_w_02_animate","Object","Ground",,,-1,,,,,,,,710,,,,,"true",,"Always",,,,,
"plank_w_03_animate","sc/level_shipwreck_arena.sc","plank_w_03_animate","Object","Ground",,,-1,,,,,,,,710,,,,,"true",,"Always",,,,,
"Pumpkin_king_01","sc/level_2019_halloween_dl.sc","Pumpkin_king_01","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"Pumpkin_king_02","sc/level_2019_halloween_dl.sc","Pumpkin_king_02","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"halloween_stands_blue_01","sc/level_2019_halloween_dl.sc","halloween_stands_blue_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"halloween_stands_blue_02","sc/level_2019_halloween_dl.sc","halloween_stands_blue_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"halloween_stands_red_01_stage_01","sc/level_2019_halloween_dl.sc","halloween_stands_red_01_stage_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"halloween_stands_red_02","sc/level_2019_halloween_dl.sc","halloween_stands_red_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"halloween_trophy_big_01","sc/level_2019_halloween_dl.sc","halloween_trophy_big_01","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"halloween_drawbridge_01","sc/level_2019_halloween_dl.sc","halloween_drawbridge_01","Object","Ground",87,65,,1,3,,,,,,,,,,,,,"Always",,,,,
"halloween_spider_web_01","sc/level_2019_halloween_dl.sc","halloween_spider_web_01","Object","Ground",-2,,,-1,,,,,,,1633,,,,,,,"Always",,,,,
"halloween_stands_red_03","sc/level_2019_halloween_dl.sc","halloween_stands_red_03","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"halloween_stands_blue_03","sc/level_2019_halloween_dl.sc","halloween_stands_blue_03","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"halloween_wall_01_stage_01","sc/level_2019_halloween_dl.sc","halloween_wall_01_stage_01","Object","Ground",98,33,-11,70,17,,,,,,,,,,,,,"Always",,,,,
"halloween_wall_02","sc/level_2019_halloween_dl.sc","halloween_wall_02","Object","Ground",100,42,12,82,-13,,,,,,,,,,,,,"Always",,,,,
"halloween_spider_web_02","sc/level_2019_halloween_dl.sc","halloween_spider_web_02","Object","Ground",-2,,,-1,,,,,,,,,,,,,,"Always",,,,,
"halloween_spider_web_03","sc/level_2019_halloween_dl.sc","halloween_spider_web_03","Object","Ground",-2,,,-1,,,,,,,,,,,,,,"Always",,,,,
"halloween_spider_web_04","sc/level_2019_halloween_dl.sc","halloween_spider_web_04","Above","Ground",-2,,,-1,,,,,,,,,,,,,,"Always",,,,,
"pumpkin_elixir_01","sc/level_2019_halloween_dl.sc","pumpkin_elixir_01","Object","Ground",102,78,-4,,9,,,,,,,,,,,"true",,"Always",,,,,
"pumpkin_elixir_02","sc/level_2019_halloween_dl.sc","pumpkin_elixir_02","Object","Ground",102,78,-4,,9,,,,,,,,,,,"true",,"Always",,,,,
"pumpkin_elixir_03","sc/level_2019_halloween_dl.sc","pumpkin_elixir_03","Object","Ground",102,78,-4,,9,,,,,,,,,,,"true",,"Always",,,,,
"halloween_floating_rock_01","sc/level_2019_halloween_dl.sc","halloween_floating_rock_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"halloween_floating_rock_02","sc/level_2019_halloween_dl.sc","halloween_floating_rock_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"halloween_vignette_01","sc/level_spooky_arena.sc","halloween_vignette_01","Above","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"halloween_floating_rock_03","sc/level_2019_halloween_dl.sc","halloween_floating_rock_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_01_small","sc/level_jungle_arena.sc","jungle_leaves_01_small","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"jungle_leaves_01_shadow_small","sc/level_jungle_arena.sc","jungle_leaves_01_shadow_small","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"mist_animated01","sc/level_2019_halloween_dl.sc","mist_animated01","Object","Ground",,,,,,,,,,,,,,,,"true",-1,"Always",,,,,
"mist_animated_top","sc/level_2019_halloween_dl.sc","mist_animated01","Above","Above",,,,,,,,,,,,,,,,"true",-1,"Always",,,,,
"goblin_party_stands_blue_01","sc/level_goblin_party_dl.sc","goblin_party_stands_blue_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"goblin_party_stands_blue_02","sc/level_goblin_party_dl.sc","goblin_party_stands_blue_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"goblin_party_stands_red_01","sc/level_goblin_party_dl.sc","goblin_party_stands_red_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"goblin_party_stands_red_02","sc/level_goblin_party_dl.sc","goblin_party_stands_red_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"goblin_party_trophy_big_01","sc/level_goblin_party_dl.sc","goblin_party_trophy_big_01","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"goblin_party_drawbridge_01","sc/level_goblin_party_dl.sc","goblin_party_drawbridge_01","Object","Ground",100,100,-3,162,,,,,,,,,,,,,,"Always",,,,,
"goblin_party_wall_01","sc/level_goblin_party_dl.sc","goblin_party_wall_01","Object","Ground",98,33,-11,70,17,,,,,,,,,,,,,"Always",,,,,
"goblin_party_wall_02","sc/level_goblin_party_dl.sc","goblin_party_wall_02","Object","Ground",100,42,12,82,-13,,,,,,,,,,,,,"Always",,,,,
"goblin_party_stands_blue_03","sc/level_goblin_party_dl.sc","goblin_party_stands_blue_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"goblin_party_stands_red_03","sc/level_goblin_party_dl.sc","goblin_party_stands_red_03","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"disco_ball","sc/level_goblin_party_dl.sc","disco_ball","Above","Ground",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"goblin_party_king_blue","sc/level_goblin_party_dl.sc","goblin_party_king_blue","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"goblin_party_king_red","sc/level_goblin_party_dl.sc","goblin_party_king_red","Object","Ground",,,,,,,,,,,,,,,,"true",,,,,,,
"disco_lights_anim","sc/level_goblin_party_dl.sc","disco_lights_anim","Above","Ground",-2,,,-1,,,,,,,1633,,,,,"true",,"Always",,,,,
"goblin_party_floating_rock_01","sc/level_goblin_party_dl.sc","goblin_party_floating_rock_01","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"goblin_party_floating_rock_02","sc/level_goblin_party_dl.sc","goblin_party_floating_rock_02","Object","Ground",,,,,,,,,,,,,,,,,,,,,,,
"spears_01","sc/level_goblin_party_dl.sc","spears_01","Object","Ground",87,55,-1,2,21,,,,,,,,,,,,,"Always",,,,,
"spears_02","sc/level_goblin_party_dl.sc","spears_02","Object","Ground",73,63,,2,22,,,,,,,,,,,,,"Always",,,,,
"goblin_party_2v2_wall_01","sc/level_goblin_party_dl.sc","goblin_party_2v2_wall_01","Object","Ground",98,33,-11,70,17,,,,,,,,,,,,,"Always",,,,,
"goblin_party_2v2_wall_02","sc/level_goblin_party_dl.sc","goblin_party_2v2_wall_02","Object","Ground",98,33,-11,70,17,,,,,,,,,,,,,"Always",,,,,
"holiday_board_L","sc/level_holiday_market_arena_dl.sc","holiday_board_L","Object","Ground",98,47,-6,20,9,,,,,,,,,,,,,"Always",,,,,
"holiday_board_R","sc/level_holiday_market_arena_dl.sc","holiday_board_R","Object","Ground",-95,60,-5,15,17,,,,,,,,,,,,,"Always",,,,,
"holiday_house_01","sc/level_holiday_market_arena_dl.sc","holiday_house_01","Object","Ground",105,69,-22,107,17,,,,,,,,,,,,,"Always",,,,,
"holiday_house_02","sc/level_holiday_market_arena_dl.sc","holiday_house_02","Object","Ground",105,52,-22,118,17,,,,,,,,,,,,,"Always",,,,,
"holiday_pile_of_presents_big","sc/level_holiday_market_arena_dl.sc","holiday_pile_of_presents_big","Object","Ground",-101,62,-6,77,11,,,,,,,,,,,,,"Always",,,,,
"holiday_pile_of_presents_small","sc/level_holiday_market_arena_dl.sc","holiday_pile_of_presents_small","Object","Ground",100,77,-8,39,20,,,,,,,,,,,,,"Always",,,,,
"holiday_present_solo","sc/level_holiday_market_arena_dl.sc","holiday_present_solo","Object","Ground",98,60,-4,16,17,,,,,,,,,,,,,"Always",,,,,
"holiday_stand_01","sc/level_holiday_market_arena_dl.sc","holiday_stand_01","Object","Ground",104,75,-11,72,2,,,,,,,,,,,,,"Always",,,,,
"holiday_stand_02","sc/level_holiday_market_arena_dl.sc","holiday_stand_02","Object","Ground",98,72,-11,70,5,,,,,,,,,,,,,"Always",,,,,
"holiday_stand_03","sc/level_holiday_market_arena_dl.sc","holiday_stand_03","Object","Ground",98,76,-10,70,2,,,,,,,,,,,,,"Always",,,,,
"holiday_townhall","sc/level_holiday_market_arena_dl.sc","holiday_townhall","Object","Ground",97,60,-9,107,11,,,,,,,,,,,,,"Always",,,,,
"holiday_tree_dark_forest_01","sc/level_holiday_market_arena_dl.sc","holiday_tree_dark_forest_01","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_tree_dark_forest_02","sc/level_holiday_market_arena_dl.sc","holiday_tree_dark_forest_02","Object","Ground",-2,,,,-1,,,,,,,,,,,,,"Always",,,,,
"holiday_candycane_01","sc/level_holiday_market_arena_dl.sc","holiday_candycane_01","Object","Ground",98,88,-7,38,20,,,,,,,,,,,,,"Always",,,,,
"holiday_candycane_02","sc/level_holiday_market_arena_dl.sc","holiday_candycane_02","Object","Ground",98,98,-3,28,18,,,,,,,,,,,,,"Always",,,,,
"holiday_candycane_03","sc/level_holiday_market_arena_dl.sc","holiday_candycane_03","Object","Ground",98,68,-4,33,18,,,,,,,,,,,,,"Always",,,,,
"holiday_candycane_04","sc/level_holiday_market_arena_dl.sc","holiday_candycane_04","Object","Ground",98,73,-4,28,17,,,,,,,,,,,,,"Always",,,,,
"holiday_tree_decorated_town_01","sc/level_holiday_market_arena_dl.sc","holiday_tree_decorated_town_01","Object","Ground",98,82,-5,47,20,,,,,,,,,,,,,"Always",,,,,
"holiday_tree_decorated_town_02","sc/level_holiday_market_arena_dl.sc","holiday_tree_decorated_town_02","Object","Ground",98,81,-4,42,12,,,,,,,,,,,,,"Always",,,,,
"holiday_tree_decorated_town_03","sc/level_holiday_market_arena_dl.sc","holiday_tree_decorated_town_03","Object","Ground",98,73,-8,45,17,,,,,,,,,,,,,"Always",,,,,
"holiday_tree_decorated_town_04","sc/level_holiday_market_arena_dl.sc","holiday_tree_decorated_town_04","Object","Ground",98,75,-4,59,13,,,,,,,,,,,,,"Always",,,,,
"holiday_tree_town_01","sc/level_holiday_market_arena_dl.sc","holiday_tree_town_01","Object","Ground",98,69,-9,42,51,,,,,,,,,,,,,"Always",,,,,
"holiday_tree_town_02","sc/level_holiday_market_arena_dl.sc","holiday_tree_town_02","Object","Ground",98,73,-8,39,34,,,,,,,,,,,,,"Always",,,,,
"holiday_house_03","sc/level_holiday_market_arena_dl.sc","holiday_house_03","Object","Ground",105,69,-22,131,17,,,,,,,,,,,,,"Always",,,,,
"holiday_house_04","sc/level_holiday_market_arena_dl.sc","holiday_house_04","Object","Ground",93,69,-17,103,24,,,,,,,,,,,,,"Always",,,,,
"snowman_light1","sc/level_holiday_market_arena_dl.sc","snowman_light1","Object","Ground",98,73,-8,39,34,,,,,,,,,,,,,"Always",,,,,
"snowman_light2","sc/level_holiday_market_arena_dl.sc","snowman_light2","Object","Ground",98,73,-8,39,34,,,,,,,,,,,,,"Always",,,,,
"holiday_board2_L","sc/level_holiday_market_arena_dl.sc","holiday_board2_L","Object","Ground",98,47,-6,20,9,,,,,,,,,,,,,"Always",,,,,
"holiday_board2_R","sc/level_holiday_market_arena_dl.sc","holiday_board2_R","Object","Ground",-95,60,-5,15,17,,,,,,,,,,,,,"Always",,,,,
"snowman_dark1","sc/level_holiday_market_arena_dl.sc","snowman_dark1","Object","Ground",-1,,,,-1,,,,,,,,,,,,,"Always",,,,,
"snowman_dark2","sc/level_holiday_market_arena_dl.sc","snowman_dark2","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"stone_dark_forest_01","sc/level_holiday_market_arena_dl.sc","stone_dark_forest_01","Object","Ground",2,,,1,,,,,,,,,,,,,,"Always",,,,,
"stone_dark_forest_02","sc/level_holiday_market_arena_dl.sc","stone_dark_forest_02","Object","Ground",,,,1,,,,,,,,,,,,,,"Always",,,,,
"stone_dark_forest_03","sc/level_holiday_market_arena_dl.sc","stone_dark_forest_03","Object","Ground",,1,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_tower","sc/level_holiday_market_arena_dl.sc","holiday_tower","Object","Ground",95,50,-22,189,16,,,,,,,,,,,,,"Always",,,,,
"holiday_tower2","sc/level_holiday_market_arena_dl.sc","holiday_tower2","Object","Ground",95,50,-22,189,16,,,,,,,,,,,,,"Always",,,,,
"holiday_house_05","sc/level_holiday_market_arena_dl.sc","holiday_house_05","Object","Ground",105,69,-22,131,17,,,,,,,,,,,,,"Always",,,,,
"holiday_house_06","sc/level_holiday_market_arena_dl.sc","holiday_house_06","Object","Ground",105,69,-22,131,17,,,,,,,,,,,,,"Always",,,,,
"holiday_house_07","sc/level_holiday_market_arena_dl.sc","holiday_house_07","Object","Ground",105,69,-22,131,17,,,,,,,,,,,,,"Always",,,,,
"holiday_house_08","sc/level_holiday_market_arena_dl.sc","holiday_house_08","Object","Ground",-90,-56,-39,88,-19,,,,,,,,,,,,,"Always",,,,,
"holiday_path_01_dark","sc/level_holiday_market_arena_dl.sc","holiday_path_01_dark","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_01_light","sc/level_holiday_market_arena_dl.sc","holiday_path_01_light","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_01_trans","sc/level_holiday_market_arena_dl.sc","holiday_path_01_trans","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_02_dark","sc/level_holiday_market_arena_dl.sc","holiday_path_02_dark","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_02_light","sc/level_holiday_market_arena_dl.sc","holiday_path_02_light","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_02_trans","sc/level_holiday_market_arena_dl.sc","holiday_path_02_trans","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_03_dark","sc/level_holiday_market_arena_dl.sc","holiday_path_03_dark","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_03_light","sc/level_holiday_market_arena_dl.sc","holiday_path_03_light","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_03_trans","sc/level_holiday_market_arena_dl.sc","holiday_path_03_trans","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_04_dark","sc/level_holiday_market_arena_dl.sc","holiday_path_04_dark","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_04_light","sc/level_holiday_market_arena_dl.sc","holiday_path_04_light","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_04_trans","sc/level_holiday_market_arena_dl.sc","holiday_path_04_trans","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_05_dark","sc/level_holiday_market_arena_dl.sc","holiday_path_05_dark","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"holiday_path_05_light","sc/level_holiday_market_arena_dl.sc","holiday_path_05_light","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"smoke_effect_dot","sc/level_holiday_market_arena_dl.sc","smoke_effect_dot","Above","Above",,,,,,,"holiday_village_smoke",,,,,,,,,"true",-1,"Always",,,,,
"lunar_cauldron_01","sc/level_lunar_arena_dl.sc","lunar_cauldron_01","Object","Ground",89,82,-5,11,,,"lunar_cauldron_fire_01",,,,,,,,,,,"Always",,,,,
"lunar_cauldron_02","sc/level_lunar_arena_dl.sc","lunar_cauldron_02","Ground","Ground",109,74,-7,14,18,,"lunar_cauldron_fire_01",,,,,,,,,,,"Always",,,,,
"lunar_lantern_01","sc/level_lunar_arena_dl.sc","lunar_lantern_01","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"lunar_lantern_02","sc/level_lunar_arena_dl.sc","lunar_lantern_02","Above","Ground",90,42,-25,139,24,,,,,,,,,,,"true",,"Always",,,,,
"lunar_lantern_03","sc/level_lunar_arena_dl.sc","lunar_lantern_03","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"lunar_mountain_01","sc/level_lunar_arena_dl.sc","lunar_mountain_01","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"lunar_mountain_02","sc/level_lunar_arena_dl.sc","lunar_mountain_02","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"lunar_mountain_03","sc/level_lunar_arena_dl.sc","lunar_mountain_03","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"lunar_mountain_04","sc/level_lunar_arena_dl.sc","lunar_mountain_04","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"lunar_mountain_05","sc/level_lunar_arena_dl.sc","lunar_mountain_05","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"lunar_mountain_06","sc/level_lunar_arena_dl.sc","lunar_mountain_06","Base","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"lunar_lantern_04","sc/level_lunar_arena_dl.sc","lunar_lantern_02","Above","Ground",92,46,-17,101,24,,,,,,,,,,,,,"Always",,,,,
"lunar_lantern_05","sc/level_lunar_arena_dl.sc","lunar_lantern_02","Above","Ground",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"electric_vignette_02","sc/level_electric_arena.sc","electric_vignette_02","Above","Above",,,,,,,,,,,1070,,,,,,,,,,,,
"heist_candle_01","sc/level_heist_arena_dl.sc","heist_candle_01","Object","Ground",89,82,-5,11,,,,,,,,,,,,,,"Always",,,,,
"heist_candle_02","sc/level_heist_arena_dl.sc","heist_candle_02","Object","Ground",89,82,-5,11,,,,,,,,,,,,,,"Always",,,,,
"heist_candle_03","sc/level_heist_arena_dl.sc","heist_candle_03","Object","Ground",89,82,-5,11,,,,,,,,,,,,,,"Always",,,,,
"heist_clothing_01","sc/level_heist_arena_dl.sc","heist_clothing_01","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_clothing_02","sc/level_heist_arena_dl.sc","heist_clothing_02","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_tree_01","sc/level_heist_arena_dl.sc","heist_tree_01","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_tree_02","sc/level_heist_arena_dl.sc","heist_tree_02","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_tree_03","sc/level_heist_arena_dl.sc","heist_tree_03","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_tree_04","sc/level_heist_arena_dl.sc","heist_tree_04","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_tree_05","sc/level_heist_arena_dl.sc","heist_tree_05","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_tree_06","sc/level_heist_arena_dl.sc","heist_tree_06","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_tree_07","sc/level_heist_arena_dl.sc","heist_tree_07","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_tree_08","sc/level_heist_arena_dl.sc","heist_tree_08","Object","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_treetop_blur_01","sc/level_heist_arena_dl.sc","heist_treetop_blur_01","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_treetop_blur_02","sc/level_heist_arena_dl.sc","heist_treetop_blur_02","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_treetop_blur_03","sc/level_heist_arena_dl.sc","heist_treetop_blur_03","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"heist_vfx_butterfly_01","sc/level_heist_arena_dl.sc","heist_vfx_butterfly_01","Object","Ground",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"heist_vfx_leaf_01","sc/level_heist_arena_dl.sc","heist_vfx_leaf_01","Above","Above",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"heist_vfx_lightray_01","sc/level_heist_arena_dl.sc","heist_vfx_lightray_01","Above","Above",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"cake_balloons_01","sc/level_cake_arena_dl.sc","cake_balloons_01","Object","Ground",100,-97,-53,34,,,,,,,200,,,,,"true",,"Always",,,,,
"cake_balloons_02","sc/level_cake_arena_dl.sc","cake_balloons_02","Object","Ground",100,-97,-53,34,,,,,,,200,,,,,"true",,"Always",,,,,
"cake_balloons_03","sc/level_cake_arena_dl.sc","cake_balloons_03","Object","Ground",100,-71,-5,29,8,,,,,,200,,,,,"true",,"Always",,,,,
"cake_balloons_04","sc/level_cake_arena_dl.sc","cake_balloons_04","Object","Ground",100,-97,-17,5,21,,,,,,200,,,,,"true",,"Always",,,,,
"cake_balloons_05","sc/level_cake_arena_dl.sc","cake_balloons_05","Object","Ground",100,-72,-37,25,42,,,,,,200,,,,,"true",,"Always",,,,,
"cake_balloons_06","sc/level_cake_arena_dl.sc","cake_balloons_06","Object","Ground",100,-97,-53,34,,,,,,,200,,,,,"true",,"Always",,,,,
"cake_balloons_07","sc/level_cake_arena_dl.sc","cake_balloons_07","Object","Ground",100,-97,-53,34,,,,,,,200,,,,,"true",,"Always",,,,,
"cake_balloons_08","sc/level_cake_arena_dl.sc","cake_balloons_08","Object","Ground",100,-97,-53,34,,,,,,,200,,,,,"true",,"Always",,,,,
"cake_candle_01","sc/level_cake_arena_dl.sc","cake_candle_01","Object","Ground",100,60,-10,18,50,,,,,,,,,,,,,"Always",,,,,
"cake_candle_02","sc/level_cake_arena_dl.sc","cake_candle_02","Object","Ground",100,60,-10,18,50,,,,,,,,,,,,,"Always",,,,,
"cake_ladder_01","sc/level_cake_arena_dl.sc","cake_ladder_01","Object","Ground",100,-98,-5,2,,,,,,,100,,,,,,,"Always",,,,,
"cake_ladder_02","sc/level_cake_arena_dl.sc","cake_ladder_02","Object","Ground",100,-98,-5,2,,,,,,,100,,,,,,,"Always",,,,,
"cake_ladder_03","sc/level_cake_arena_dl.sc","cake_ladder_03","Object","Ground",100,-98,-5,2,,,,,,,100,,,,,,,"Always",,,,,
"cake_tree_01","sc/level_cake_arena_dl.sc","cake_tree_01","Ground","Ground",,,,,,,,,,,,,,,,,,"Always",,,,,
"dream_cloud_01","sc/level_dream_arena_dl.sc","dream_cloud_01","Above","Above",100,-100,-10,18,,,,,,,430,,,,,,,"Always",,,,,
"dream_cloud_02","sc/level_dream_arena_dl.sc","dream_cloud_02","Above","Above",100,-100,-10,18,,,,,,,430,,,,,,,"Always",,,,,
"dream_clouds_01","sc/level_dream_arena_dl.sc","dream_clouds_01","Ground","Ground",100,-100,-42,42,,,,,,,500,,,,,,,"Always",,,,,
"dream_clouds_02","sc/level_dream_arena_dl.sc","dream_clouds_02","Ground","Ground",100,-100,-44,46,,,,,,,400,,,,,,,"Always",,,,,
"dream_flower_01","sc/level_dream_arena_dl.sc","dream_flower_01","Object","Ground",-93,90,-3,2,,,,,,,,,,,,,,"Always",,,,,
"dream_flower_02","sc/level_dream_arena_dl.sc","dream_flower_02","Object","Ground",-93,90,-3,2,,,,,,,,,,,,,,"Always",,,,,
"dream_flower_03","sc/level_dream_arena_dl.sc","dream_flower_03","Object","Ground",-93,90,-3,2,,,,,,,,,,,,,,"Always",,,,,
"dream_flower_04","sc/level_dream_arena_dl.sc","dream_flower_04","Object","Ground",-93,90,-3,2,,,,,,,,,,,,,,"Always",,,,,
"dream_flower_05","sc/level_dream_arena_dl.sc","dream_flower_05","Object","Ground",-93,90,-3,2,,,,,,,,,,,,,,"Always",,,,,
"dream_lance_01","sc/level_dream_arena_dl.sc","dream_lance_01","Object","Ground",100,60,-10,18,50,,,,,,450,,,,,,,"Always",,,,,
"dream_lance_02","sc/level_dream_arena_dl.sc","dream_lance_02","Object","Ground",100,60,-10,18,50,,,,,,450,,,,,,,"Always",,,,,
"dream_trophy_01","sc/level_dream_arena_dl.sc","dream_trophy_01","Object","Ground",90,89,-5,28,33,,,,,,,,,,,,,"Always",,,,,
"dream_unicorn_01","sc/level_dream_arena_dl.sc","dream_unicorn_01","Object","Ground",93,76,-3,18,28,,,,,,425,,,,,,,"Always",,,,,
"dream_unicorn_02","sc/level_dream_arena_dl.sc","dream_unicorn_02","Object","Ground",100,60,-10,18,50,,,,,,425,,,,,,,"Always",,,,,
"dragon_stallagmite_01","sc/level_dragon_arena_dl.sc","dragon_stallagmite_01","Above","Above",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"dragon_stallagmite_02","sc/level_dragon_arena_dl.sc","dragon_stallagmite_02","Above","Above",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"dragon_stallagmite_03","sc/level_dragon_arena_dl.sc","dragon_stallagmite_03","Above","Above",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"dragon_stallagmite_04","sc/level_dragon_arena_dl.sc","dragon_stallagmite_04","Above","Above",,,,,,,,,,,,,,,,"true",,"Always",,,,,
"giant_arch_01","sc/level_giant_arena.sc","giant_arch_01","Object","Ground",,,,,,,,,,,425,,,,,,,"Always",,,,,
"giant_trophy_01","sc/level_giant_arena.sc","giant_trophy_01","Object","Ground",93,76,-3,2,28,,,,,,425,,,,,,,"Always",,,,,
"giant_trophy_02","sc/level_giant_arena.sc","giant_trophy_02","Above","Ground",,,,,,,,,,,425,,,,,,,"Always",,,,,
"giant_banner_01","sc/level_giant_arena.sc","giant_banner_01","Above","Ground",93,76,-3,10,28,,,,,,425,,,,,,,"Always",,,,,
"giant_banner_02","sc/level_giant_arena.sc","giant_banner_02","Object","Ground",93,76,-3,18,28,,,,,,425,,,,,,,"Always",,,,,
"giant_stands_01","sc/level_giant_arena.sc","giant_stands_01","Above","Ground",-106,100,10,59,-8,,,,,,425,,,,,,,"Always",,,,,
"giant_stands_02","sc/level_giant_arena.sc","giant_stands_02","Above","Ground",-105,100,9,69,,,,,,,425,,,,,,,"Always",,,,,
