"Name","Loop","FollowParent","ShakeScreen","ShakeMaxIntensity","Time","RenderableScale","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","Scale","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth","KillLoopingSoundsOnEnd","OutputEvent","ParentLookAtOffsetRadius","ForcedLength","Shadow","PrestigeVersion","PrestigeVersion2","PrestigeVersion3"
,,,,,250,,,"ParticleEmitter",,,"chest_landing_goldDust2",,"Object",,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"chest_landing_goldFlash",,"Ground",,,,,,,,,,,,,
,,,,,150,50,,"ParticleEmitter","sc/effects.sc","heal_effect_ground","gold_tower_ground",,"Base",,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"gold_tower_lines",,"Object",,,,,,,,,,,,,
,,,,,1800,,,"ParticleEmitter",,,"gold_coin_dust1",,"Object",,,,,,,,,,,,,
,,,,,590,,"Coin_bounce1","SWF",,,,,"Base",,,,,,,,,,,,,
"crown_tower_death2",,,500,,450,,,"ParticleEmitter",,,"crown_explode1",,"Object",,,,"crown_tower_death2_red",,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"chest_landing_goldBurst",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"chest_landing_goldDust2",,"Object",,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"chest_landing_goldFlash",,"Ground",,,,,,,,,,,,,
,,,,,150,50,,"ParticleEmitter","sc/effects.sc","heal_effect_ground","gold_tower_ground",,"Base",,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"gold_tower_lines",,"Object",,,,,,,,,,,,,
,,,,,1800,,,"ParticleEmitter",,,"gold_coin_dust1",,"Object",,,,,,,,,,,,,
,,,,,590,,"Coin_bounce1","SWF",,,,,"Base",,,,,,,,,,,,,
"crown_tower_death2_red",,,500,,450,,,"ParticleEmitter",,,"crown_explode1",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"chest_landing_goldBurst",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"chest_landing_goldDust2",,"Object",,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"chest_landing_goldFlash",,"Ground",,,,,,,,,,,,,
,,,,,150,50,,"ParticleEmitter","sc/effects.sc","heal_effect_ground","gold_tower_ground",,"Base",,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"gold_tower_lines",,"Object",,,,,,,,,,,,,
,,,,,1800,,,"ParticleEmitter",,,"gold_coin_dust1",,"Object",,,,,,,,,,,,,
,,,,,590,,"Coin_bounce1","SWF",,,,,"Base",,,,,,,,,,,,,
"crown_tower_death1_red",,,500,,450,,,"ParticleEmitter",,,"crown_explode1",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"chest_landing_goldBurst",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"chest_landing_goldDust2",,"Object",,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"chest_landing_goldFlash",,"Ground",,,,,,,,,,,,,
,,,,,150,50,,"ParticleEmitter","sc/effects.sc","heal_effect_ground","gold_tower_ground",,"Base",,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"gold_tower_lines",,"Object",,,,,,,,,,,,,
,,,,,1800,,,"ParticleEmitter",,,"gold_coin_dust1",,"Object",,,,,,,,,,,,,
,,,,,590,,"Coin_bounce1","SWF",,,,,"Base",,,,,,,,,,,,,
"halloween_king_die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"halloween_king_deastroyed_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"elixir_plash_big",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"catapult_grass_emitter",,"Object",,,,,,,,,,,,,
,,,,,,135,,"ParticleEmitter",,,"halloween_pumpkin_splash",,"Object",,,,,,,,,,,,,
"halloween_princess_die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"halloween_princess_deastroyed_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"elixir_plash_big",,"Above",,,,,,,,,,,,,
,,,,,,60,,"ParticleEmitter",,,"catapult_grass_emitter",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"halloween_pumpkin_splash",,"Base",,,,,,,,,,,,,
"goblin_party_king_die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"GoblinParty_TowerExplode_particles",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Goblin_party_king_destr_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,,,,,
"goblin_party_princess_die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"GoblinParty_TowerExplode_particles",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Goblin_party_princess_destr_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,,,,,
"fisherman_deploy_prestige",,,,,,,"sound_fisherman_deploy","Effect",,,,"Deploy_ground_fX_mediumSize","Object",100,,,,,,,,,,,,
,,,,,,,"sound_fisherman_deploy_end","Effect",,,,"PrestigeDeploy","Base",,,,,,,,,,,,,
"elixir_golem_deploy_prestige",,,500,150,,,"sound_elixir_golem_deploy","ParticleEmitter",,,"Death_elixir_ground1",,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"elixir_splash_ground",,"Object",100,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"prestige_deploy_big","Base",,,,,,,,,,,,,
"holiday_village_smoke","true",,,,,,,"ParticleEmitter",,,"holiday_buildings_smoke",,"Above",,,,,,,,,,,,,
"tower_destroyed_demo",,,,,,,,"ParticleEmitter",,,"Tower_destroyed_ground",,"Base",,,,,,,,,,,,,
"healer_heal_effect",,,,,,,,"ParticleEmitter",,,"healer_ring_effect",,"Object",50,,,,,,,,,,,,
,,,,,300,,,"ParticleEmitter",,,"healer_ring_effect",,"Object",,,,,,,,,,,,,
"deploy_mirror",,,,,,,"sound_deploy_mirror","ParticleEmitter",,,"mirror_deploy_particle",,"Ground",,,,,,,,,,,,,
"Gingerbread_King_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,250,25,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"gingerbread_king_destr_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"elixir_splash_ground",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"IceGolem_slow_puff",,"Object",,,,,,,,,,,,,
,,,,,,135,,"ParticleEmitter",,,"halloween_pumpkin_splash",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_burst",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"goblin_barrel_explosion_prestige_planks",,"Object",,,,,,,,,,,,,
"Gingerbread_Princess_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,250,25,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"gingerbread_princess_destr_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"elixir_splash_ground",,"Above",,,,,,,,,,,,,
,,,,,,80,,"ParticleEmitter",,,"IceGolem_slow_puff",,"Object",,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"halloween_pumpkin_splash",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_burst",,"Object",,,,,,,,,,,,,
"Igloo_King_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,150,50,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"igloo_king_broken_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"IceGolem_slow_puff",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"snowball_snow_scatter1",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_burst",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"freeze_snowPiles1",,"Object",,,,,,,,,,,,,
"Igloo_Princess_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,150,35,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"igloo_princess_broken_ground",,"Base",,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"IceGolem_slow_puff",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_wiz_hit_burst",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"IceGolem_snowPile1",,"Object",,,,,,,,,,,,,
"Christmas_King_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,150,60,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"christmas_king_broken_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"firespirit_hit_embers",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks3",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
"Christmas_Princess_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,"Christmas_Princess_Die_Red",,,,,,,,,
,,,2000,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,150,60,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"christmas_princess_broken_ground",,"Base",,,,,,,,,,,,,
,,,,,,80,,"ParticleEmitter",,,"cheer_confetti_blue2",,"Object",,,,,,,,,,,,,
,,,,,,120,,"ParticleEmitter",,,"cheer_confetti_ground_blue",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"moving_cannon_die_dustPuff_shadow",,"Object",,,,,,,,,,,,,
"Christmas_Princess_Die_Red",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,150,60,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"christmas_princess_broken_ground",,"Base",,,,,,,,,,,,,
,,,,,,80,,"ParticleEmitter",,,"cheer_confetti_red2",,"Object",,,,,,,,,,,,,
,,,,,,120,,"ParticleEmitter",,,"cheer_confetti_ground_red",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"moving_cannon_die_dustPuff_shadow",,"Object",,,,,,,,,,,,,
"Lunar_King_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"touchdown_fire_01",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lunar_king_broken_ground",,"Base",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"firespirit_hit_embers",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks3",,"Object",,,,,,,,,,,,,
"Lunar_Princess_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,50,,"ParticleEmitter",,,"touchdown_fire_01",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lunar_princess_broken_ground",,"Base",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"firespirit_hit_embers",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks3",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
"Healing_Burst_blue",,"true",,,,133,"sound_battle_healer_heal","ParticleEmitter",,,"healing_burst_ground",,"Base",100,,,"Healing_Burst_red",,,,,,,,,
,,,,,,133,,"ParticleEmitter",,,"heal_burst_ground_ring",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"heal_burst_border_smoke",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"heali_burst_border_burst",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"heal_burst_cross",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"heal_burst_spedlines",,"Object",,,,,,,,,,,,,
"Healing_Burst_red",,"true",,,,133,"sound_battle_healer_heal","ParticleEmitter",,,"healing_burst_ground",,"Base",100,,,,,,,,,,,,
,,,,,,133,,"ParticleEmitter",,,"heal_burst_ground_ring_red",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"heal_burst_border_smoke",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"heali_burst_border_burst",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"heal_burst_cross",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"heal_burst_spedlines",,"Object",,,,,,,,,,,,,
"battle_healer_deploy",,,,,,,"sound_battle_healer_deploy","SWF",,,,,"Object",100,,,,,,,,,,"battle_healer_deploy_prestige","battle_healer_deploy_prestige","battle_healer_deploy_prestige"
,,,,,,,"sound_battle_healer_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,"knight_deploy_dustPuff2","deploy_ground_puff","Object",,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"battle_healer_steps",,,,,,,"sound_battle_healer_steps","ParticleEmitter",,,"knight_speps_dust1",,"Ground",100,,,,,,,,,,,,
"battle_healer_attack_start",,,,,,,"sound_battle_healer_attack_start","Effect",,,,,"Object",100,,,,,,,,,,,,
"battle_healer_hit",,,,,,,"sound_battle_healer_hit","SWF",,,,,"Object",100,,,,,,,,,,,,
"battle_healer_die",,,,,,,"sound_battle_healer_die","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",100,,,,,,,,,,,,
,,,,,,,,,,,,,,100,,,,,,,,,,,,
,,,,,,,,,,,,,,100,,,,,,,,,,,,
"deploy_ground_puff",,,,,300,50,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Ground",100,,,,,,,,,,,,
,,,,,300,50,,"ParticleEmitter",,,"knight_depoy_dustShadow",,"Shadow",,,,,,,,,,,,,
,,,,,300,50,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Object",60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"battle_healer_deploy_prestige",,,,,,,"sound_battle_healer_deploy","SWF",,,,,"Object",100,,,,,,,,,,"knight_deploy_prestige","knight_deploy_prestige","knight_deploy_prestige"
,,,,,,,"sound_battle_healer_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,"knight_deploy_dustPuff2","deploy_ground_puff","Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"PrestigeDeploy","Base",60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"firecracker_deploy",,,,,,,"sound_firecracker_deploy","SWF",,,,,"Object",,,,,,,,,,,"firecracker_deploy_prestige1",,
,,,,,,,"sound_firecracker_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"deploy_small_unit","Base",,,,,,,,,,,,,
"firecracker_steps",,,,,,,"sound_firecracker_steps","SWF",,,,,"Ground",100,,,,,,,,,,,,
"firecracker_attack",,,,,,,"sound_firecracker_attack","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"firecracker_attack smoke",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"firecracker_attack_smoke_back",,"Object",,,,,,,,,,,,,
"firecracker_attack_start",,,,,,,"sound_firecracker_attack_start","SWF",,,,,"Object",100,,,,,,,,,,,,
"firecracker_hit",,,,,,,"sound_firecracker_hit","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"dragon_hit_sparks",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"dragon_hit_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"mega_knight_sparks",,"Object",,,,,,,,,,,,,
"firecracker_hit2",,,,,,,"sound_firecracker_hit2","SWF",,,,,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"lava_hound_hit_sparks0",,"Ground",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"mega_knight_sparks",,"Ground",,,,,,,,,,,,,
"firecracker_die",,,,,,,"sound_firecracker_die","Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",100,,,,,,,,,,,,
"firecracker_projectile_Emitter","true","true",,,,50,,"ParticleEmitter",,,"firecracker_emitter_trail",,"Object",50,,,,,,,,,,,,
,,,,,,80,,"ParticleEmitter",,,"firecracker_emitter_trail",,"Object",,,,,,,,,,,,,
"firecracker_projectile2_emitter","true",,,,,,,"ParticleEmitter",,,"firecracker_projectile2_emitter",,"Above",50,,,,,,,,,,,,
"deploy_small_unit",,,,,300,25,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Ground",100,,,,,,,,,,,,
,,,,,300,25,,"ParticleEmitter",,,"knight_depoy_dustShadow",,"Shadow",,,,,,,,,,,,,
,,,,,300,25,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Object",60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,,,,,,,,,,,,,60,,,,,,,,,,,,
"firecracker_deploy_prestige1",,,,,,,"sound_firecracker_deploy","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,"sound_firecracker_deploy_end","SWF",,,,,"Object",,,,,,,,,,,,,
,,,,,,,,"Effect",,,,"deploy_small_unit","Base",,,,,,,,,,,,,
,,,,,200,,,"Effect",,,,"PrestigeDeploy","Base",,,,,,,,,,,,,
"lunar_cauldron_fire_01","true",,,,,,,"ParticleEmitter",,,"lunar_cauldron_fire_01",,"Object",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"ice_cauldron_glow_02",,"Object",,,,,,,,,,,,,
"season_8_king_die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"season_8_king_die_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"flying_machine_dustPuff",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"elixir_storage_explode",,"Object",,,,,,,,,,,,,
,,,,,,100,,"ParticleEmitter",,,"elixir_plash_big",,"Object",,,,,,,,,,,,,
"season_8_princess_die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"season_8_princess_die_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,,,,,,,
"King_Birthday_Cake_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,100,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"birthday_cake_king_destr_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"elixir_splash_ground",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"IceGolem_slow_puff",,"Object",,,,,,,,,,,,,
,,,,,,135,,"ParticleEmitter",,,"birthday_cake_splash",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"halloween_pumpkin_splash",,"Object",,,,,,,,,,,,,
"Princess_Birthday_Cake_Die",,,,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,,,,,,,,
,,,2000,,50,,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,,,,,,,
,,,,,250,,,"ParticleEmitter",,,"TargetDummy_smoke",,"Above",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"birthday_princess_destr_ground",,"Base",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"elixir_plash_big",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"halloween_pumpkin_splash",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"birthday_cake_splash",,"Object",,,,,,,,,,,,,
"Royale_Delivery_spawn",,,,,,,"sound_royal_delivery_deploy","SWF",,,"royale_delivery_particle",,"Object",100,,,"Royal_Delivery_spawn_red",,,,,,,"Royale_Delivery_spawn_blue_prestige","Royale_Delivery_spawn_blue_prestige","Royale_Delivery_spawn_blue_prestige"
,,,,,1400,,,"ParticleEmitter",,,"royale_delivery_particle",,"Above",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"royale_delivery:particle_shadow",,"Object",100,,,,,,,,,,,,
,,,,,,,,,,,,,,100,,,,,,,,,,,,
"royale_delivery_planks",,,,,,,,"ParticleEmitter",,,"planks_royale_delivery",,"Object",,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"TowerExplode_smokePuff",,"Object",,,,,,,,,,,,,
"Royal_Delivery_spawn_red",,,,,,,"sound_royal_delivery_deploy","SWF",,,"royale_delivery_particle",,"Object",100,,,,,,,,,,"Royale_Delivery_spawn_red_prestige","Royale_Delivery_spawn_red_prestige","Royale_Delivery_spawn_red_prestige"
,,,,,1400,,,"ParticleEmitter",,,"royale_delivery_particle_red",,"Above",100,,,,,,,,,,,,
,,,,,,,,"ParticleEmitter",,,"royale_delivery:particle_shadow",,"Object",100,,,,,,,,,,,,
,,,,,,,,,,,,,,100,,,,,,,,,,,,
"royale_delivery_broken",,,,,,,"sound_royal_delivery_explosion","SWF",,,"royale_delivery_particle",,"Object",100,,,,,,,,,,"royale_delivery_broken_prestige_new",,
,,,,,,,,"ParticleEmitter",,,"royale_delivery_planks","royale_delivery_planks","Object",100,,,,,,,,,,,,
,,,,,150,,,"ParticleEmitter",,,"royale_delivery_puff",,"Object",100,,,,,,,,,,,,
